baseMean,log2FoldChange,lfcSE,pvalue,padj,name,countChange
161.460076156293,0.631203856308,0.224931018646113,0.00256108287792959,0.0144448898862681,hsa-miR-532-3p,88.6184764660975
97.3802968073293,0.929439094000637,0.215546530454129,8.61142557837982e-06,9.47689548575467e-05,hsa-miR-6734-5p,88.0839244615706
213.02871655569,0.498624780211772,0.21287191616019,0.0164620208327497,0.0643782600423603,tRF-22-WB86Q3P92,87.9523426955959
78.9956721142135,1.07854796251296,0.26696879695751,1.88531712835259e-05,0.000192039279585682,tRF-22-WB863IP52,87.8360324047654
72.0776513965687,1.14652182738049,0.221036166858293,7.35636319511494e-08,1.11878023592373e-06,hsa-miR-939-5p,87.4875143691003
130.12198307702,0.736721556982921,0.355774692112452,0.0195727804147219,0.0745197638416511,tRF-17-KSP1852,86.7113074654717
182.845689199222,0.55649789051728,0.402790478216427,0.0695061327234916,0.202418125883573,tRF-16-W9RKM80,86.0645155422458
97.3265112780587,-2.92750928130319,0.410816010574369,4.72827477876961e-14,2.25106994902293e-12,hsa-miR-144-3p,-84.5337866981301
871.348699105515,-0.145993531697331,0.242185405232998,0.50252434607298,0.746120893491407,hsa-miR-125a-5p,-83.8614056577447
299.370006719465,-0.47381421758697,0.334550568306011,0.0847587021175177,0.23378029929139,hsa-miR-30a-5p,-83.8061251139712
115.889155623045,0.784191448309976,0.175691073566877,3.60713752445352e-06,4.24711353685656e-05,hsa-miR-320e,83.6866756449507
137.098289301231,0.686545050251077,0.21416196638698,0.000578423612836514,0.00403422838252218,hsa-miR-92b-5p,83.5510794066285
31.3781555259319,1.86450913785867,0.299650765421557,4.68680799377782e-11,1.3870418251856e-09,tRF-21-8B8SOUPRD,82.8835201852428
895.604123130116,-0.139737129164778,0.121021232665026,0.235290461814319,0.473153490041332,hsa-miR-27a-3p,-82.6781175356256
5200.94831695768,0.0227274426450518,0.633029137366602,0.662484234618843,0.851544605397108,tRF-33-87R8WP9N1EWJDW,82.5817118880504
32.845927894312,1.81114773663539,0.538297666510295,0.000153665099422402,0.00125102813284409,tRF-18-XRPM46D2,82.4174467218507
42.7606549639776,1.54787332537986,0.225839383605894,2.69371689335098e-12,9.21756249443539e-11,hsa-miR-6749-3p,82.2654349208795
123.782945413697,0.731868675193235,0.373060684259546,0.0291211086315248,0.102367942059453,tRF-17-KSPM852,81.7943918795499
223.51813523306,0.436209800671052,0.567518631479991,0.144581316034453,0.337561921231825,hsa-miR-122-5p,78.9119556405026
