"name","cluster"
"tRF-32-MUWLV47PU9XWP","7"
"tRF-32-N3R718YKISQI3","6"
"tRF-32-O7M8LOMLQHWU3","5"
"tRF-32-PER8YP9LON4V3","2"
"tRF-32-PIN24YDRFU8UN","3"
"tRF-32-PIR8YP9LON4V3","2"
"tRF-32-PNR8YO9LON4V3","6"
"tRF-32-Q1Q89P9L8422Q","1"
"tRF-32-Q99P9P9NH57SJ","5"
"tRF-32-R9JP9P9NH5SY3","2"
"tRF-32-RK9P4P9L5HMVQ","6"
"tRF-32-RKJP4P9L5FZU3","8"
"tRF-32-RPD9W1X6L85JJ","4"
"tRF-32-S2I7L7P5QK11K","1"
"tRF-32-U4727OFIZ9WUJ","3"
"tRF-32-V29K9UV36562I","6"
"tRF-32-V47P596VW631M","4"
"tRF-32-WP9N1EWJQ72SJ","3"
"tRF-32-XENDBP1IUUK7O","1"
"tRF-32-XSXMSL73VL4YK","6"
"tRF-32-Y0FD2F37YF7D2","4"
"tRF-32-ZPEK45H5KQBFJ","8"
"tRF-32-ZRS3S3R68HYV3","7"
"tRF-33-08F4BDNZ8O6FD2","3"
"tRF-33-1EWJQ72S3HPSDZ","3"
"tRF-33-1MNKYUPR18B6D2","7"
"tRF-33-1WZ4RZDMKNR79","5"
"tRF-33-34HWH3RXSINH0P","6"
"tRF-33-3JVIJMRPFQRD03","6"
"tRF-33-5BF900BY4D84DJ","7"
"tRF-33-5DMKYUYRLHR0D2","6"
"tRF-33-6978WPRLXN4V05","6"
"tRF-33-69M8LO9EFVI8W","6"
"tRF-33-79MP909NH57SD3","6"
"tRF-33-79MP9P9NH57YD3","2"
"tRF-33-87R8WP9I1EWJDW","8"
"tRF-33-897PVP941QKSD3","6"
"tRF-33-9Z7KZOSRI8WPD2","4"
"tRF-33-B4ZPEK45H5KQ6","5"
"tRF-33-BE7XO8Q6J6K60F","5"
"tRF-33-E7ZPVOH30WUI0J","7"
"tRF-33-EH623K7SIR3DDY","1"
"tRF-33-EZU05OJIH6Z3DQ","3"
"tRF-33-F5W8E7OMJHHSZ","7"
"tRF-33-FN5KYUSRYWRSD2","1"
"tRF-33-IK9NJ4S2I7L7DV","6"
"tRF-33-IO5BKD09Z51UD2","6"
"tRF-33-K84J83ML5FX2D5","8"
"tRF-33-K91O7VD5YEYYD2","3"
"tRF-33-KKM1M3WD8S74DX","8"
"tRF-33-KY7343RX6NMHD5","4"
"tRF-33-MIF91SS2P46IDQ","6"
"tRF-33-N3R718YKISQID5","6"
"tRF-33-OSM83O9EDJSYW","6"
"tRF-33-PIN24YDRFU8U0E","1"
"tRF-33-PV94V4SMIFFNDJ","4"
"tRF-33-Q1Q89P9L842205","4"
"tRF-33-R29P4P9L5HLV05","1"
"tRF-33-R9J89O9NF5W8W","4"
"tRF-33-R9JP9P9NH5SYDQ","6"
"tRF-33-RKIP4OI3FJQSDQ","6"
"tRF-33-ROHL7X0OBQJE0N","7"
"tRF-33-S2I7L7P5QK11D4","1"
"tRF-33-V29K9UV36562DE","4"
"tRF-33-XSXMSL73VL4YDN","1"
"tRF-33-ZPEK45H5KQBFD2","4"
"tRF-34-1HPSR9O9337K0V","1"
"tRF-34-22EVUIJVK6970U","5"
"tRF-34-34HWH3RXSINHKN","8"
"tRF-34-389MV47P596VJ5","4"
"tRF-34-3JVIJMRPFQRDJQ","6"
"tRF-34-5BF900BY4D841J","7"
"tRF-34-623K7SIR3DR2I2","6"
"tRF-34-67M8LOMLQHWUHJ","8"
"tRF-34-73FEWS3V2VR0IJ","7"
"tRF-34-79MP909NH57S15","6"
"tRF-34-79MP9P9NH57S1O","6"
"tRF-34-7N987X1RJYSXI2","4"
"tRF-34-86J8WPMN1E8Y2Q","6"
"tRF-34-86V8WPMN1E8Y2Q","5"
"tRF-34-87R8WP9I1EWJIQ","5"
"tRF-34-897PVP941QKS1P","6"
"tRF-34-BE7XO8Q6J6K626","5"
"tRF-34-D4ZWRNU3KQ9M29","5"
"tRF-34-F5W8E7OMJHHSFE","7"
"tRF-34-FP18LPMBQ4NK12","7"
"tRF-34-FSXMSL73VL4YHE","6"
"tRF-34-K84J83ML5F92H3","4"
"tRF-34-KF9MVH7P59N3K5","8"
"tRF-34-KY7343RX6NMHH3","6"
"tRF-34-LSN3S3RQJVDEJJ","6"
"tRF-34-MN1E8Y7Z2R1HIJ","1"
"tRF-34-MZ3L7L73V6M9I3","6"
"tRF-34-O2Z0R95M39731V","7"
"tRF-34-O7M8LO9LQHWUHJ","6"
"tRF-34-O7M8LOMLQHWUHJ","2"
"tRF-34-OB9ZFH690M0RFF","5"
"tRF-34-PNB7ZO7OFND00V","6"
"tRF-34-PSQP4PWEFJI0E5","7"
"tRF-34-R9JP9PMNH5SYHQ","6"
"tRF-34-RKJP4P9L5FZUHM","8"
"tRF-34-RKVPNPML5FZUHM","6"
"tRF-34-RPM830MMUKLYIE","1"
"tRF-34-V25Z2IUIX1Q7HV","3"
"tRF-34-V29K9UV36562FQ","8"
"tRF-34-VHJYOZ4E8BR91Y","8"
"tRF-34-Y6V4V47Q2WNIK1","8"
"tRF-35-00BY4D84KRIMUF","5"
"tRF-35-12Z4R95MKM9KX6","2"
"tRF-35-18VBY9PYKHM26R","1"
"tRF-35-1HPSR9O9337KB6","6"
"tRF-35-1WZ4RZDMKNR7F6","4"
"tRF-35-2YU04DYJIO3ZU3","7"
"tRF-35-34HWH3RXSINHZ4","6"
"tRF-35-4R94SX73V2Y8L9","7"
"tRF-35-5BF900BY4D84KR","6"
"tRF-35-79MP9P9NH57S3O","8"
"tRF-35-86J8WPMN1E8Y7Z","2"
"tRF-35-86V8WPMN1E8Y7Z","2"
"tRF-35-897PVP941QKS3W","4"
"tRF-35-94SX73V2Y8L981","7"
"tRF-35-BDHPIWOMXF026Z","4"
"tRF-35-D4ZWRNU3KQ9MV1","5"
"tRF-35-DEU2O1B54ZUPX1","7"
"tRF-35-EH623K7SIR3DR2","7"
"tRF-35-FDXXE6XRK4WO2F","3"
"tRF-35-FQU1ZX1XDEU2O1","6"
"tRF-35-IMLWRNLDK58YS1","7"
"tRF-35-JE9UHY0DFKN5OR","8"
"tRF-35-JJ6RRNLIK898O1","6"
"tRF-35-KKM1M3WD8S746D","5"
"tRF-35-KY7343RX6NMH49","6"
"tRF-35-L85DMKYUYRLHR0","1"
"tRF-35-LSXMSL73VL4YMY","7"
"tRF-35-LY7L73HQP0IRJ9","8"
"tRF-35-M2OSRNLNKSEK51","1"
"tRF-35-MZ3L7L73V6M9P9","6"
"tRF-35-O2Z0R95M3973L6","7"
"tRF-35-OR183O9EDJHP3R","7"
"tRF-35-PS5P4PW3FJHPEZ","6"
"tRF-35-Q99P9P9NH57S36","7"
"tRF-35-QKF1R3WE8RO86J","1"
"tRF-35-R008R959KUMKF6","6"
"tRF-35-R9J89O9NF5W8E7","6"
"tRF-35-RKVP4P93FJIYEV","7"
"tRF-35-V29K9UV36562IZ","4"
"tRF-35-VBY9PYKHM26RRN","6"
"tRF-35-VUY9Q9R4L2RRM3","7"
"tRF-35-VUY9QZR4L2RRM3","7"
"tRF-35-YJE76INB8PLML3","7"
"tRF-35-YKISQI45LSM1M3","3"
"tRF-36-3IRW18V6XO59KND","4"
"tRF-36-5BF900BY4D84KRB","3"
"tRF-36-79MP9P9NH57S3OD","6"
"tRF-36-79MP9PMNH5IS36D","7"
"tRF-36-7P596VW631QJ3KE","3"
"tRF-36-8NRS9NS334L2H1B","4"
"tRF-36-9LON4VN1EH6KK80","3"
"tRF-36-DEU2O1B54ZUPX1B","4"
"tRF-36-EH623K7SIR3DR20","7"
"tRF-36-F0IURNL3KZM8W1B","7"
"tRF-36-F0IV1NL33VL8W1B","1"
"tRF-36-HMI8W47W1R7HFEB","5"
"tRF-36-HQ9M739P8WQ0D5D","7"
"tRF-36-JJ6RRNLIK898O1B","6"
"tRF-36-JVK697BOJ8N981B","6"
"tRF-36-KKM1M3WD8S746DD","4"
"tRF-36-M2OSRN2NKSEK51B","7"
"tRF-36-MIF91SS2P46INOE","1"
"tRF-36-NP5EYONONU3INDD","3"
"tRF-36-P4R8YP9LON4VN1B","3"
"tRF-36-PS5P4PW3FJHPEZE","6"
"tRF-36-PSQP4PW3FJI0E7E","6"
"tRF-36-PW5SVP9N15WV7W0","4"
"tRF-36-Q1Q89P9L8422YRB","7"
"tRF-36-Q99P9P9NH57S36D","6"
"tRF-36-QKF1R38E8RO86JD","7"
"tRF-36-QKF1R3WE8RO86JD","1"
"tRF-36-QNR8VP9LFQFY39D","7"
"tRF-36-U0IO5BKD09Z51UD","3"
"tRF-36-UDM0IBB7Z92K01B","3"
"tRF-36-VFYDNZDNB2Y0FDD","3"
"tRF-36-XSXMSL73VL4YMYE","6"
"tRF-36-YJE76INB8PLML3E","7"
"tRF-37-18YKISQI45LSM1K","1"
"tRF-37-4R94SX73V2Y8L95","6"
"tRF-37-7O58J0K8UMPLBIO","6"
"tRF-37-7P299DWUH6QE30Q","7"
"tRF-37-86J8WPMN1E8Y7Z2","6"
"tRF-37-8BR9M3W08SQ2SV2","6"
"tRF-37-B2Y0FD2F37YF7D2","4"
"tRF-37-D81H93WB86N7O52","6"
"tRF-37-EH623K76IR3DR2M","7"
"tRF-37-EX62Z6EXEY0VWUJ","3"
"tRF-37-KKM1M3WD8S746D2","8"
"tRF-37-KPQJ3KYU4RRWRBJ","3"
"tRF-37-LSM1M3WE8SSP6D2","3"
"tRF-37-NP5EYONONU3IND2","3"
"tRF-37-RX6NMH490VL8K8N","3"
"tRF-37-RXPIN24YDRFU8UN","3"
"tRF-37-RXPIN2NYDRFU8UN","7"
"tRF-37-SB325UB1ZZK0O52","8"
"tRF-37-V47PU9XW983FPD3","7"
"tRF-37-WU2F5JYH0RYNUR2","5"
"tRF-38-2Z10I9BZBZOS4YV","3"
"tRF-38-31QJ3KYUYRR6RBD2","3"
"tRF-38-3B1NR8YUP6KP6HD2","7"
"tRF-38-3FPD48YUHS16MFD2","7"
"tRF-38-73FEWS3V2VR0PSDZ","7"
"tRF-38-79MP9P9NH57S36D1","7"
"tRF-38-821NQ4YOS5S8R6D2","7"
"tRF-38-82FN4KYU476YQSD2","7"
"tRF-38-87R8WP9N1EWJQ7D1","4"
"tRF-38-94SX73V2Y8L981DV","3"
"tRF-38-9N1EWJQ72S3HPSDZ","4"
"tRF-38-9O08F4BDNZ8O6FD2","4"
"tRF-38-EH6KK87SIRM1DVV","7"
"tRF-38-EX62Z6EXEY0VWUD2","4"
"tRF-38-HMI8W47W1R7HFEV","7"
"tRF-38-I7XUK87SIRMJ6VV","7"
"tRF-38-L85DMKYOYRLHR0D2","7"
"tRF-38-P21MNKYUPR18B6D2","7"
"tRF-38-RXPIN2NYDRFU8U0E","7"
"tRF-38-V47P596VW631QJDK","4"
"tRF-38-VH7P59N3Z6KPQJDK","7"
"tRF-38-WU1M70YU890HRFD2","4"
"tRF-38-WU1M70YUP90HRFD2","6"
"tRF-38-WU1MN0YU09FKRFD2","7"
"tRF-38-WURMJKYOSR99RHD2","3"
"tRF-38-XENDBP1IUUK7VZV","7"
"tRF-38-YB5XF20O27NXJ4V","7"
"tRF-38-YDLBRY73W0K5KKDR","7"
"tRF-38-YO1N3KYUSR681SD2","2"
"tRF-39-0IV25Z2IUIX1Q7HV","3"
"tRF-39-18VBY9PYKHM26RIZ","7"
"tRF-39-18YKISQI45LSM11Y","5"
"tRF-39-2VR008R959KUMKEV","7"
"tRF-39-2Z10I9BZBZOS4YE2","8"
"tRF-39-73FEWS3V2VR0PS2E","7"
"tRF-39-73V2Y8L981PV6RIZ","2"
"tRF-39-79MP9P9NH57S36F8","7"
"tRF-39-87R8WP9I1EWJQZFV","5"
"tRF-39-8HM2OSRNLNKSEKH9","7"
"tRF-39-9LON4VN1EH6KK82Q","7"
"tRF-39-DF7UK87SIRM1BVE2","7"
"tRF-39-EH623K7SIRKDR2I2","7"
"tRF-39-I3VF4YO9XEKJ5RHZ","6"
"tRF-39-I6D3887S1RMH5MI2","7"
"tRF-39-LPD3387SFRJ4O1E2","7"
"tRF-39-MIF91SS2P46INOJJ","1"
"tRF-39-PNR8YP9LON4VN1EM","3"
"tRF-39-XENDBP1IUUK7VZEJ","7"
"tRF-39-YB5XF20O27NXJ4E2","4"
"tRF-39-ZLBS5EOB3ZY61DE2","2"
"tRF-40-0IV25Z2IUIX1Q7O6","4"
"tRF-40-2R1HPSR9O9337KB6","7"
"tRF-40-2S3HPSR95933JKB6","3"
"tRF-40-2VR008R9D9KUMKF6","3"
"tRF-40-3JVIJMRPFQRDWXHR","4"
"tRF-40-87R8WP9N1EWJQ72S","3"
"tRF-40-8HM2OSRN2NKSEK51","7"
"tRF-40-D112Z4R95MKM9KX6","7"
"tRF-40-I3VF4YO9XEKJ5R5N","7"
"tRF-40-JQJYSWRYVMMV5BU6","8"
"tRF-40-PSQP4PW3FJIKE7UM","3"
"tRF-40-U5YKFN8DYDZDL9X1","5"
"tRF-41-0HJBRR93W0K67205D","7"
"tRF-41-5BF900BY4D84KRIME","3"
"tRF-41-81PV6RRNLNK88KO1B","3"
"tRF-41-8L8NRS9NS334L2H1B","4"
"tRF-41-K84J83ML5F924ZDRD","7"
"tRF-41-KHM26RRNLNK8KEP1B","7"
"tRF-41-PSQP4PW3FJI0E7UME","4"
"tRF-41-U1O0789NLJK1JKE1B","7"
"tRF-41-U5YKFN8DYDZDL9X1B","4"
"tRF-41-UJJKIWRNL3KQNK71B","4"
"tRF-41-UMX0S75NLD4P1KP1B","6"
"tRF-41-UMX0SW5NLJ45EKP1B","6"
"tRF-41-V47P596VW631QJ3KE","4"
"tRF-41-YQHQ9M739P8WQ0D5D","5"
"tRF-42-43RX6NMH490VL8K8N","7"
"tRF-42-45LSM1M3WE8SSP6D2","7"
"tRF-42-7O58J0K8UMPLBIUB3","3"
"tRF-42-KQWYL1M3WE8S68L52","7"
"tRF-42-P5QK11M3WE8SPOX52","7"
"tRF-42-YFNP5EYONONU3IND2","3"
"tRF-43-79MP9P9NH57S362VD6","3"
"tRF-43-96L85DMKYUYRLHR0D2","7"
"tRF-43-JOWU1M70YU890HRFD2","7"
"tRF-43-Z6V6Z3M8ZLSSXUOLD2","8"
"tRF-44-5BF900BY4D84KRIM2R","5"
"tRF-44-8LHYD3MU7SH725RJE2","7"
"tRF-44-BZ0IV25Z2IUIX1Q7HV","3"
"tRF-44-EX2Z10I9BZBZOS4YE2","3"
"tRF-44-Z9HMI8W47W1R7HFEE2","6"
"tRF-45-BZ0IV25Z2IUIX1Q7O6","4"
"tRF-45-ZZJQJYSWRYVMMV5BU6","4"
"tRF-46-2IU5YKFN8DYDZDL9X1B","4"
"tRF-46-7Z8L8NRS9NS334L2H1B","4"
"tRF-46-87R8WP9N1EWJQ72S3H0","7"
"tRF-47-5BF900BY4D84KRIMUF1","5"
"tRF-47-KDYFNP5EYONONU3IND2","4"
"tRF-47-L7S5QKF1R3WE8RO86J2","7"
"tRF-48-5BF900BY4D84KRIMUFU","3"
"tRF-48-KON5EX62Z6EXEY0VWUD2","4"
"tRF-48-VI7O409Z7KZOSRI8WPD2","6"
"tRF-49-PNR8YP9LON4VN1EH6K1K","3"
"tRF-50-PNR8YP9LON4VN1EH6KK8","5"
