"name","cluster"
"tRF-19-7P596VJ5","6"
"tRF-19-7PVR31KD","7"
"tRF-19-7X9PN5HJ","6"
"tRF-19-88I26WIZ","7"
"tRF-19-8BWS72E3","5"
"tRF-19-9N15WV2P","7"
"tRF-19-B1KZI92V","7"
"tRF-19-BP4MJY23","3"
"tRF-19-D7M461J2","7"
"tRF-19-D7M4O1J2","7"
"tRF-19-DR2SN1E2","4"
"tRF-19-DRFU8U25","4"
"tRF-19-DWY2MJJ1","6"
"tRF-19-EDKZIX1J","7"
"tRF-19-EZ03J025","6"
"tRF-19-F3BLHKEW","8"
"tRF-19-F8DHXYIV","6"
"tRF-19-FEWS3VF8","4"
"tRF-19-H1NRM52V","6"
"tRF-19-HE10NOEJ","3"
"tRF-19-HRMFWRE2","6"
"tRF-19-HRRHODE2","7"
"tRF-19-I2UKJ6I3","6"
"tRF-19-IR3DR2I2","8"
"tRF-19-IR69OKE2","3"
"tRF-19-IRM1BVE2","7"
"tRF-19-ISQI451V","3"
"tRF-19-J6K6UDE2","4"
"tRF-19-KHM26RIZ","7"
"tRF-19-LNK8KEI1","5"
"tRF-19-M91MP3HJ","3"
"tRF-19-MEF91S2H","6"
"tRF-19-MIF91S2H","3"
"tRF-19-MLQHWUHJ","1"
"tRF-19-NMEH6214","6"
"tRF-19-OB9ZFHIW","4"
"tRF-19-OSM83OJX","6"
"tRF-19-PR183OJX","7"
"tRF-19-PS5P4PJ4","6"
"tRF-19-PSQP4PJ4","6"
"tRF-19-Q2FWQ8IJ","1"
"tRF-19-R29P4PJZ","2"
"tRF-19-RK9P4PJZ","6"
"tRF-19-RKIP4OF4","7"
"tRF-19-RX6NMHH3","6"
"tRF-19-S79PVOEO","6"
"tRF-19-UDJKSVHZ","7"
"tRF-19-UHK0SVIZ","7"
"tRF-19-UL6JYB1J","7"
"tRF-19-UMX0SWHZ","7"
"tRF-19-URYRSIE2","5"
"tRF-19-V29K9U2Y","8"
"tRF-19-V47PU9J8","6"
"tRF-19-V47PVR1M","7"
"tRF-19-VKS4I71Z","1"
"tRF-19-WB08Q20U","5"
"tRF-19-WE8SPOJU","5"
"tRF-19-YS56O2KL","7"
"tRF-19-Z3M8ZL2J","3"
"tRF-19-Z87HFKJJ","3"
"tRF-19-ZVELXK1J","8"
"tRF-20-0653L45S","8"
"tRF-20-0HLBRR33","7"
"tRF-20-0M0RHB26","4"
"tRF-20-18Y3E7QN","6"
"tRF-20-18YKISQI","4"
"tRF-20-1EWJQ72S","7"
"tRF-20-1SS2PMFI","3"
"tRF-20-2YU04DYJ","7"
"tRF-20-32VIJMRP","6"
"tRF-20-45LSM1M3","7"
"tRF-20-4E8BR9M3","6"
"tRF-20-596VW631","4"
"tRF-20-59KUMKF6","7"
"tRF-20-73V6M7QZ","6"
"tRF-20-73VL4YMY","7"
"tRF-20-7X9PN547","4"
"tRF-20-8OYDVNZD","7"
"tRF-20-94V4SMIF","7"
"tRF-20-9N1EWJQ7","7"
"tRF-20-B1KZI9U6","7"
"tRF-20-B4ZPEK45","5"
"tRF-20-BE7XO8Q6","8"
"tRF-20-BM32LJK6","7"
"tRF-20-D7OKW419","8"
"tRF-20-DOV2QXBR","3"
"tRF-20-DRFU8U76","8"
"tRF-20-DXEPZY0D","8"
"tRF-20-EDKZIXK6","1"
"tRF-20-F3BLHKFZ","6"
"tRF-20-F8DHXY6R","4"
"tRF-20-F900BY4D","8"
"tRF-20-H2SBUL6J","8"
"tRF-20-HDPORSM3","6"
"tRF-20-HE10NO0R","7"
"tRF-20-INVDRI2Q","8"
"tRF-20-JHOJ7IR1","7"
"tRF-20-L981PV6R","4"
"tRF-20-LEKQ3SW1","5"
"tRF-20-M91MP34R","3"
"tRF-20-MEF91SS2","7"
"tRF-20-MEJB5Y13","1"
"tRF-20-OMJHHS19","8"
"tRF-20-R29P4P9L","1"
"tRF-20-R9BM32LJ","5"
"tRF-20-RPM830MM","1"
"tRF-20-RUSMKVNM","1"
"tRF-20-S3M8309N","1"
"tRF-20-SB3B5SM3","4"
"tRF-20-SBKKRSL3","6"
"tRF-20-U0EZY9X1","3"
"tRF-20-V0UEDP5I","8"
"tRF-20-V29K9UV3","8"
"tRF-20-V47P596V","4"
"tRF-20-V47PU9XW","1"
"tRF-20-VMMV5BU6","8"
"tRF-20-WUH6QE30","1"
"tRF-20-YDZDL9X1","3"
"tRF-20-YK37ZXK1","3"
"tRF-20-Z5EFOK8Y","6"
"tRF-20-ZB8PLML3","6"
"tRF-21-2EK8E0KRB","4"
"tRF-21-2MK827K1B","7"
"tRF-21-2Q2RJO01B","3"
"tRF-21-3282FN5KE","4"
"tRF-21-32VIJMRPB","6"
"tRF-21-4E8BR9M3E","7"
"tRF-21-5OJIH6Z3D","7"
"tRF-21-6NMH490VD","4"
"tRF-21-739P8WQ0B","7"
"tRF-21-73V2Y8L9E","7"
"tRF-21-7O58J0K8E","4"
"tRF-21-7X9PN547D","1"
"tRF-21-83ML5F82D","1"
"tRF-21-83ML5F92D","3"
"tRF-21-8B8SOUPRD","5"
"tRF-21-8F81KLB5D","8"
"tRF-21-941QKS3WD","1"
"tRF-21-96L85DMKE","7"
"tRF-21-9DH48V7KE","6"
"tRF-21-9MVH7P59D","4"
"tRF-21-9N1EWJQ7D","6"
"tRF-21-9NS334L2B","5"
"tRF-21-B54ZUPX1B","6"
"tRF-21-BE7XO8Q6D","3"
"tRF-21-BLHKFZB1D","7"
"tRF-21-BRFKWE6M0","5"
"tRF-21-FBQ622EVE","7"
"tRF-21-H2SBUL6JE","8"
"tRF-21-HDPORSM3E","7"
"tRF-21-INVDRI2QD","8"
"tRF-21-J291547O0","8"
"tRF-21-JMRPFQRDE","6"
"tRF-21-JYSWRYVMD","8"
"tRF-21-KSLP7SDRE","8"
"tRF-21-LB3KMB01B","3"
"tRF-21-LEK58Y01B","7"
"tRF-21-LEK5LYK1B","7"
"tRF-21-LEK5YY01B","6"
"tRF-21-LI38NJW1B","7"
"tRF-21-LM3KZSP1B","1"
"tRF-21-LMK8J7K1B","3"
"tRF-21-LN3JWB61B","7"
"tRF-21-LNK8KDP1B","7"
"tRF-21-LNKSEK51B","7"
"tRF-21-MIF91SS20","6"
"tRF-21-MO0UFMQKE","7"
"tRF-21-NMEH623K0","7"
"tRF-21-NONU3INDD","3"
"tRF-21-NYDRFU8U0","4"
"tRF-21-OB1690PQ0","5"
"tRF-21-OB9ZFH69B","5"
"tRF-21-QI45LSM1D","2"
"tRF-21-R29P4P9L0","4"
"tRF-21-RPM8309ME","1"
"tRF-21-RX6NMH49B","7"
"tRF-21-S2I7L7P50","6"
"tRF-21-S334L2H1B","8"
"tRF-21-U0EZY9X1B","4"
"tRF-21-V29K9UV30","6"
"tRF-21-V47P596VE","6"
"tRF-21-V47Q2WNIE","6"
"tRF-21-V5393L41B","8"
"tRF-21-W631QJ3KE","7"
"tRF-21-WB08Q2B5D","5"
"tRF-21-WB8639SVD","5"
"tRF-21-WB8Y3DUVD","5"
"tRF-21-WD8S746DD","7"
"tRF-21-X6L85J3KE","7"
"tRF-21-XBINVDRID","5"
"tRF-21-XEKJ5R5ND","4"
"tRF-21-Y6IO43ZUD","3"
"tRF-21-YBOZZ7NDD","4"
"tRF-21-ZB8PLML3E","7"
"tRF-21-ZKXU53K80","3"
"tRF-22-18YKISQI3","6"
"tRF-22-32VIJMRPH","7"
"tRF-22-392J1Y0S4","8"
"tRF-22-3JVIJMRPH","3"
"tRF-22-490VL8K8N","7"
"tRF-22-4DBQ6ZW6J","7"
"tRF-22-4YDRFU8UN","6"
"tRF-22-6VW631QJJ","6"
"tRF-22-735L8RPY5","6"
"tRF-22-739P8WQ0F","3"
"tRF-22-73V2Y8L95","1"
"tRF-22-73V6M7QZ1","6"
"tRF-22-7OFIZ9WUJ","2"
"tRF-22-7P596VW6J","1"
"tRF-22-7PP9ZZ052","7"
"tRF-22-80877S6V2","3"
"tRF-22-808HWKS52","5"
"tRF-22-83ML5F823","6"
"tRF-22-83ML5F923","1"
"tRF-22-86J8WPMNH","8"
"tRF-22-8E8RO86J2","3"
"tRF-22-8F81KLB52","4"
"tRF-22-8FLUD3KSN","7"
"tRF-22-8XF6RE98N","7"
"tRF-22-9MVH7P593","7"
"tRF-22-9N1EWJQ72","6"
"tRF-22-9NS334L2I","7"
"tRF-22-9P8WQ0D52","2"
"tRF-22-9PMNH5ISJ","5"
"tRF-22-BE7XO8Q62","5"
"tRF-22-DRFU8U76F","8"
"tRF-22-FSXMSL73O","8"
"tRF-22-H2SBUL6JQ","4"
"tRF-22-H3RXSINHQ","1"
"tRF-22-J0DPZOIPF","8"
"tRF-22-MEF91SS2M","6"
"tRF-22-MIF91SS2M","6"
"tRF-22-MN1E8Y7Z2","7"
"tRF-22-N1EH6KK8N","4"
"tRF-22-NB8PLML35","4"
"tRF-22-NONU3IND2","4"
"tRF-22-NRDXEPZY1","3"
"tRF-22-OB9ZFH691","8"
"tRF-22-PJ60MV9JJ","6"
"tRF-22-PS5P4PW3H","7"
"tRF-22-PSQP4PW3H","7"
"tRF-22-R29P4P9LL","2"
"tRF-22-RPD9W1X6K","7"
"tRF-22-RPM830MMO","1"
"tRF-22-RX6NMH491","3"
"tRF-22-U1J0SU9EK","6"
"tRF-22-V47P596V5","6"
"tRF-22-V47Q2WNIQ","6"
"tRF-22-VBY9PYKHK","7"
"tRF-22-VH915HSXH","6"
"tRF-22-W08SQ2SV2","7"
"tRF-22-WB884U1D2","7"
"tRF-22-WB8HWKS52","1"
"tRF-22-WB8Y3DUV2","8"
"tRF-22-WBK647R52","3"
"tRF-22-WBKY4VXV2","6"
"tRF-22-WE884U1D2","1"
"tRF-22-WE8SP6X52","5"
"tRF-22-WEK879652","6"
"tRF-22-WEK8Q2B52","7"
"tRF-22-WEKSU8P52","7"
"tRF-22-WEPSJR852","5"
"tRF-22-WKXU53K8N","4"
"tRF-22-WLBSDE28N","6"
"tRF-22-WUH6QE30Q","1"
"tRF-22-XEKJ5R5N2","8"
"tRF-22-XSXMSL73O","8"
"tRF-22-YBOZZ7ND2","4"
"tRF-22-YLKZKWE52","5"
"tRF-22-ZFHIUNWV2","5"
"tRF-22-ZFMQ5JK8N","8"
"tRF-22-ZLB6R3LUN","7"
"tRF-22-ZLSSXUOLJ","8"
"tRF-22-ZUH6QE30Q","7"
"tRF-23-0P58309NS","1"
"tRF-23-18YKISQID5","7"
"tRF-23-1XDDZZ4YV","3"
"tRF-23-32VIJMRP9","4"
"tRF-23-3V2VR0PSDZ","7"
"tRF-23-43RX6NMHD5","7"
"tRF-23-45H5KQBFD2","3"
"tRF-23-4DBQ6ZW6D2","3"
"tRF-23-4QD7OKW4Z","6"
"tRF-23-5BF900BYDO","3"
"tRF-23-6NMH490VDM","7"
"tRF-23-739P8WQ07","4"
"tRF-23-73V2Y8L902","7"
"tRF-23-7P596VW6DK","7"
"tRF-23-7SIR3DR2DV","1"
"tRF-23-7Z2R1HPSDZ","7"
"tRF-23-86J8WPMNY","1"
"tRF-23-9DH48V7K05","7"
"tRF-23-9N1EWJQ7D1","6"
"tRF-23-9PMNH5ISD3","7"
"tRF-23-EUB4ZPEKD5","3"
"tRF-23-EZOMJHHSZ","4"
"tRF-23-HDK2RSI20K","6"
"tRF-23-INVDRI2QD1","8"
"tRF-23-MH490VL8DJ","6"
"tRF-23-MIF91SS2DU","6"
"tRF-23-MQ18Y3E7D8","4"
"tRF-23-NMEH623K0E","4"
"tRF-23-NO0RNQYXD2","7"
"tRF-23-NQDVLKZ4Z","5"
"tRF-23-NRDF7UK80E","6"
"tRF-23-OB9ZFH69U","5"
"tRF-23-Q6S8V0J8DR","1"
"tRF-23-Q72S3HPSDZ","6"
"tRF-23-R29P4P9LDS","4"
"tRF-23-R71KVUY9DZ","1"
"tRF-23-R9JP9P9NDD","1"
"tRF-23-RKIP4OI3X","2"
"tRF-23-RPD9W1X6DM","7"
"tRF-23-RX6NMH49V","3"
"tRF-23-S3M8309NS","4"
"tRF-23-U1J0SU9EDL","1"
"tRF-23-V2Y8L981DV","1"
"tRF-23-V47PU9XW0N","6"
"tRF-23-VP9N15WV0E","1"
"tRF-23-WKXU53K80E","1"
"tRF-23-WUH6QE3005","1"
"tRF-23-YRL51NLED3","7"
"tRF-23-YS56O2Z0DZ","7"
"tRF-23-YUHRE9XFD2","7"
"tRF-23-YUHRERXFD2","7"
"tRF-23-ZKXU53K80E","4"
"tRF-23-ZLSSXUOLD2","4"
"tRF-23-ZOSRI8WPD2","5"
"tRF-23-ZVELXKKSDZ","4"
"tRF-24-04SXQ3V2KJ","3"
"tRF-24-1OHE10NOEJ","8"
"tRF-24-1XDDZZ4YE2","8"
"tRF-24-2IUIX1Q7HV","3"
"tRF-24-32VIJMRPEU","6"
"tRF-24-392J1Y0S2E","4"
"tRF-24-3W2VR0082E","7"
"tRF-24-43RX6NMHH3","7"
"tRF-24-4PW3FJIKE5","6"
"tRF-24-5BF900BYHF","3"
"tRF-24-5NB2NZW7HV","3"
"tRF-24-6LQ6S8V01D","4"
"tRF-24-739P8WQ0EB","3"
"tRF-24-73V2Y8L9J1","7"
"tRF-24-7FERBLB3E2","7"
"tRF-24-7SIRMM12E2","7"
"tRF-24-7W1R7HFEE2","4"
"tRF-24-9N1EWJQ7FV","4"
"tRF-24-9NF5W8E7H7","1"
"tRF-24-EZOMJHHSFE","6"
"tRF-24-F91SS2P4IR","3"
"tRF-24-F9LKXNYQFP","4"
"tRF-24-INVDRI2QFV","4"
"tRF-24-J0DPZOIPED","3"
"tRF-24-MEF91SS2II","6"
"tRF-24-R29P4P9LH9","4"
"tRF-24-RK9P4P9LH9","4"
"tRF-24-RPFQRDWXFJ","1"
"tRF-24-RPM8309M2S","7"
"tRF-24-RPM830MM2S","6"
"tRF-24-RXPIN24YED","6"
"tRF-24-S3M8309N0Y","2"
"tRF-24-SL73VL4YHE","1"
"tRF-24-V47P596VJ5","6"
"tRF-24-V4V47Q2WHM","3"
"tRF-24-WLV47PU9J8","4"
"tRF-24-WO2F9IY9E2","3"
"tRF-24-WP9N1EWJI5","7"
"tRF-24-YJE76INBJ2","6"
"tRF-24-Z87HFK8S2E","3"
"tRF-24-ZEF3BLHKEW","7"
"tRF-24-ZVELXKKS2E","8"
"tRF-25-0P58309NDJ","1"
"tRF-25-1W188MENL7","6"
"tRF-25-63U0EZY9X1","7"
"tRF-25-6INB8PLML3","7"
"tRF-25-739P8WQ0D5","5"
"tRF-25-73V2Y8L981","7"
"tRF-25-86J8WPMN1E","7"
"tRF-25-8DYDZDL9X1","3"
"tRF-25-9DWUH6QE30","8"
"tRF-25-9MV47P596V","7"
"tRF-25-9N1EWJQ72S","3"
"tRF-25-DWY2MJ8F81","8"
"tRF-25-F91SS2P46I","6"
"tRF-25-INVDRI2Q2R","4"
"tRF-25-MIF91SS2P4","6"
"tRF-25-ML5F924ZDR","1"
"tRF-25-MLHVHBEXBI","7"
"tRF-25-MQ18Y3E7QN","6"
"tRF-25-O045DBNIB9","8"
"tRF-25-OB9ZFH690M","5"
"tRF-25-Q6S8V0J8O9","4"
"tRF-25-QZPHVU6RM3","3"
"tRF-25-R3WE8RO86J","1"
"tRF-25-R959KUMKF6","6"
"tRF-25-R95M3J63L6","1"
"tRF-25-RKIP4OI3FJ","1"
"tRF-25-RNLNK88KO1","7"
"tRF-25-RPFQRDWXHR","4"
"tRF-25-RPM830MMUK","7"
"tRF-25-S3M8309NDJ","1"
"tRF-25-SP58309MUK","4"
"tRF-25-SX73V2Y8L9","7"
"tRF-25-V4V4SQ2WW1","6"
"tRF-25-VBY9PYKHM2","3"
"tRF-25-VIJMRPFQJD","7"
"tRF-25-WJQ72S3HPS","3"
"tRF-25-XSXMSL73VL","7"
"tRF-26-04SXQ3V2Y70","4"
"tRF-26-18YKISQI45D","1"
"tRF-26-32VIJMRPFQD","6"
"tRF-26-3JVIJMRPFQ0","3"
"tRF-26-63U0EZY9X1B","6"
"tRF-26-6VW631QJ3KE","7"
"tRF-26-86V8WPMN1EE","2"
"tRF-26-9LON4VN1EH0","6"
"tRF-26-9MV47P596VE","1"
"tRF-26-9N1EWJQ72SD","1"
"tRF-26-9NS334L2H1B","6"
"tRF-26-D8YJE76INBE","6"
"tRF-26-F91SS2P46ID","3"
"tRF-26-FBQ622EVUID","6"
"tRF-26-HJ83ML5F82D","7"
"tRF-26-I3VF4YO9XED","4"
"tRF-26-INVDRI2Q2RD","3"
"tRF-26-MI7O3B1NR8E","3"
"tRF-26-MIF91SS2P40","7"
"tRF-26-ML5F924ZDRD","6"
"tRF-26-PSQP4PW3FJB","7"
"tRF-26-QZPHVU6RM3E","8"
"tRF-26-R38E8RO86JD","7"
"tRF-26-RPM8309MUKD","7"
"tRF-26-V470VR3196D","6"
"tRF-26-VIJMRPFQRDE","4"
"tRF-26-W1X6L85J3KE","4"
"tRF-26-WP9N1EWJQ7D","7"
"tRF-26-XIP2801MK8E","1"
"tRF-26-XN3282FN5KE","7"
"tRF-26-XZU5P21MNKE","7"
"tRF-26-YONONU3INDD","3"
"tRF-27-2QR7F8YKIRP","4"
"tRF-27-2YU04DYJIOJ","3"
"tRF-27-3JVIJMRPFQ4","4"
"tRF-27-4J83ML5F923","3"
"tRF-27-5UB1ZZK0O52","1"
"tRF-27-727OFIZ9WUJ","3"
"tRF-27-7O58J0K8UMM","7"
"tRF-27-86J8WPMN1E5","1"
"tRF-27-9DWUH6QE30Q","6"
"tRF-27-9LON4VN1EH4","7"
"tRF-27-9M739P8WQ0F","3"
"tRF-27-9MV47P596V5","1"
"tRF-27-9NF5W8E7OM2","1"
"tRF-27-D8YJE76INB5","7"
"tRF-27-FN7BWU2F5JQ","1"
"tRF-27-I3VF4YO9XEJ","7"
"tRF-27-INVDRI2Q2R2","3"
"tRF-27-K84J83ML5FP","8"
"tRF-27-KF9MVH7P593","8"
"tRF-27-M0IBB7Z92K1","5"
"tRF-27-M2OSRNLNKS1","8"
"tRF-27-M8ZLSSXUOLJ","3"
"tRF-27-MEF91SS2PMH","6"
"tRF-27-MN1E8Y7Z2RH","6"
"tRF-27-MP9P9MH57SJ","3"
"tRF-27-Q1Q89P9L842","7"
"tRF-27-R29P4P9L5H2","1"
"tRF-27-R38E8RO86J2","7"
"tRF-27-RPD9W1X6L8L","4"
"tRF-27-S8V0J8O9YEJ","7"
"tRF-27-SX73V2Y8L95","7"
"tRF-27-V47P596VW6J","3"
"tRF-27-V4V47Q2WNIQ","7"
"tRF-27-VIJMRPFQRD5","4"
"tRF-27-W3FJI0E7UM5","4"
"tRF-27-WJ9X0UD394N","4"
"tRF-27-XSXMSL73VL3","7"
"tRF-27-Z6EXEY0VWUJ","3"
"tRF-27-ZDXPHO53KSN","1"
"tRF-28-1SS2P46INO0J","7"
"tRF-28-2YU04DYJIOD3","3"
"tRF-28-32VIJMRPFQDH","4"
"tRF-28-3JVIJMRPFQDS","6"
"tRF-28-5BF900BY4D02","8"
"tRF-28-5BKD09Z51UD2","8"
"tRF-28-727OFIZ9WUD2","8"
"tRF-28-79MP9PMNH5DE","7"
"tRF-28-7N987X1RJY0D","7"
"tRF-28-9LON4VN1EHDX","3"
"tRF-28-9M739P8WQ07","6"
"tRF-28-9N1EWJQ72SDK","7"
"tRF-28-D0B601WZ03DR","3"
"tRF-28-D5EUB4ZPEKD5","5"
"tRF-28-EK45H5KQBFD2","8"
"tRF-28-EZ5P1OHE10DQ","4"
"tRF-28-FDXXE6XRK403","7"
"tRF-28-H2SBUL6JYBDJ","5"
"tRF-28-HWH3RXSINH0P","7"
"tRF-28-I3VF4YOZXED2","6"
"tRF-28-I8W47W1R7HX","3"
"tRF-28-I9BZBZOS4YV","5"
"tRF-28-KL9MVH7P59DP","4"
"tRF-28-M2OSRNLNKS8","4"
"tRF-28-MEF91SS2PMX","6"
"tRF-28-MUWLV47PU90M","4"
"tRF-28-N24YDRFU8U0E","6"
"tRF-28-OB9ZFH690MV","5"
"tRF-28-P4R8YP9LOND5","5"
"tRF-28-QKF1R3WE8RDR","8"
"tRF-28-R29P4P9L5HDI","8"
"tRF-28-R81XDDZZ4YV","8"
"tRF-28-RXPIN24YDR9","7"
"tRF-28-W47W1R7HFEV","4"
"tRF-28-W8E7OMJHHSZ","4"
"tRF-28-WJQ72S3HPSDZ","6"
"tRF-28-WS3V2VR0PSDZ","7"
"tRF-28-XENDBP1IUUDJ","7"
"tRF-28-Y8L981PV6RDY","5"
"tRF-29-1SS2P46INOJJ","4"
"tRF-29-32VIJMRPFQFX","6"
"tRF-29-4YO9XEKJ5RHZ","6"
"tRF-29-5EOB3ZY61DE2","6"
"tRF-29-5Z2IUIX1Q7HV","3"
"tRF-29-6XQ6S8V0JUHW","8"
"tRF-29-7O58J0K8UMII","3"
"tRF-29-86V8WPMN1EJ3","2"
"tRF-29-8W1W188MEN1V","6"
"tRF-29-945NB2NZW7HV","3"
"tRF-29-9M739P8WQ0EB","8"
"tRF-29-9N1EWJQ72S1M","4"
"tRF-29-9O9NF5W8E7H7","7"
"tRF-29-D8YJE76INBJ2","7"
"tRF-29-D8YJE76IZBJ2","7"
"tRF-29-E76INB8PLM1S","7"
"tRF-29-F20O27NXJ4E2","8"
"tRF-29-F9LKXNYQIUFP","6"
"tRF-29-FN8DYDZDL9JR","3"
"tRF-29-I8W47W1R7HE6","4"
"tRF-29-I9BZBZOS4YE2","4"
"tRF-29-INVDRI2Q2R1B","8"
"tRF-29-MIF91SS2P4ER","6"
"tRF-29-MN1E8Y7Z2RE9","3"
"tRF-29-MUWLV47PU9J8","6"
"tRF-29-P4R8YP9LONHK","5"
"tRF-29-QKF1R3WE8RH8","4"
"tRF-29-QP4PW3FJIKE5","4"
"tRF-29-RK9P4P9L5HH0","8"
"tRF-29-V29K9UV365IS","4"
"tRF-29-W8E7OMJHHSFE","6"
"tRF-29-XENDBP1IUU1J","7"
"tRF-29-XSXMSL73VLH3","7"
"tRF-29-Y6V4V47Q2WHM","7"
"tRF-29-Y9PYKHM26RIZ","7"
"tRF-30-0WUI8OYDVNZD","5"
"tRF-30-1EWJQ72S3HPS","6"
"tRF-30-299DWUH6QE30","8"
"tRF-30-389MV47P596V","8"
"tRF-30-3JVIJMRPFQ5D","4"
"tRF-30-4YO9XEKJ5R5N","6"
"tRF-30-62XB0ZZRD226","1"
"tRF-30-6XQ6S8V0J8O9","4"
"tRF-30-73V2Y8L981PV","6"
"tRF-30-7EMQ18Y3E7QN","6"
"tRF-30-7O58J0K8UMPL","3"
"tRF-30-7RH3S3RX8HWV","6"
"tRF-30-897PVP941QKS","2"
"tRF-30-8W1W188MENL7","4"
"tRF-30-9MVH7P59N3Z6","8"
"tRF-30-9O9NF5W8E7OM","7"
"tRF-30-D890YBOZZ7ND","8"
"tRF-30-E76INB8PLML3","6"
"tRF-30-F9LKXNYQIUIV","4"
"tRF-30-FH690M0RHB26","3"
"tRF-30-I363U0EZY9X1","5"
"tRF-30-I8W47W1R7HFE","4"
"tRF-30-IK9NJ4S2I7L7","8"
"tRF-30-ISQI45LSM1M3","3"
"tRF-30-JMRPFQ5DWXH9","7"
"tRF-30-JYSWRYVMMV5B","8"
"tRF-30-L85DMKYUYRLH","5"
"tRF-30-N3R718YKISQI","6"
"tRF-30-PER8YP9LON4V","5"
"tRF-30-PIR8YP9LON4V","5"
"tRF-30-PNR8YO9LON4V","5"
"tRF-30-PS5P4PW3FJHP","1"
"tRF-30-PSQP4PW3FJI0","6"
"tRF-30-Q1Q89P9L8422","5"
"tRF-30-Q89P9L8422YR","6"
"tRF-30-R29P4P9L5HJV","8"
"tRF-30-S2I7L7P5QK11","6"
"tRF-30-SWRYVMMV5BU6","4"
"tRF-30-U2O1B54ZUPX1","7"
"tRF-30-V29K9UV36562","4"
"tRF-30-V2Y8L981PV6R","4"
"tRF-30-VBY9PYKHM26R","7"
"tRF-30-VDRI2Q2RJO01","8"
"tRF-30-XENDBP1IUUK7","7"
"tRF-30-Y6V4V47Q2WNI","8"
"tRF-30-YSV4V4SQ2WW1","3"
"tRF-31-18YKISQI45LSD","4"
"tRF-31-299DWUH6QE30E","3"
"tRF-31-32VIJMRPFQJDE","6"
"tRF-31-3IRW18V6XO59D","8"
"tRF-31-3JVIJMRPFQ5DE","4"
"tRF-31-43RX6NMH490VD","3"
"tRF-31-596VW631QJ3KE","2"
"tRF-31-5EYONONU3INDD","4"
"tRF-31-6978WPRLXN48E","1"
"tRF-31-6SXMSL73VL4YD","2"
"tRF-31-6XQ6S8V0J8O9E","6"
"tRF-31-79MP9PMNH5ISD","5"
"tRF-31-7EMQ18Y3E7QN0","7"
"tRF-31-83ML5F924ZDRD","6"
"tRF-31-86J8WPMN1E8Y0","2"
"tRF-31-86V8WPMN1E8Y0","7"
"tRF-31-87R8WP9I1EWJ0","5"
"tRF-31-9M739P8WQ0D5D","3"
"tRF-31-D890YBOZZ7NDD","4"
"tRF-31-DWY2MJ8F81KLB","5"
"tRF-31-E76INB8PLML3E","7"
"tRF-31-EZU05OJIH6Z3D","3"
"tRF-31-I8W47W1R7HFEB","4"
"tRF-31-INVDRI2Q2RJOB","4"
"tRF-31-J09HJHOJ7IR1D","6"
"tRF-31-JYSWRYVMMV5BE","7"
"tRF-31-K84J83ML5F92D","7"
"tRF-31-KF9MVH7P59N3E","8"
"tRF-31-KY7343RX6NMHD","8"
"tRF-31-LSM1M3WE8SSP0","3"
"tRF-31-M0IBB7Z92K01B","4"
"tRF-31-MIF91SS2P4FID","6"
"tRF-31-N3R718YKISQID","4"
"tRF-31-OB1690PQR39IE","7"
"tRF-31-OSRNLNKSEK51B","7"
"tRF-31-PER8YP9LON4VD","5"
"tRF-31-PIN24YDRFU8U0","8"
"tRF-31-PIR8YP9LON4VD","5"
"tRF-31-PS5P4PW3FJHPB","4"
"tRF-31-PSQP4PW3FJI0B","7"
"tRF-31-PSQP4PW3FJIKB","7"
"tRF-31-Q1Q89P9L8422E","5"
"tRF-31-R918VBY9PYKHD","7"
"tRF-31-RK9P4P9L5HMVE","6"
"tRF-31-RS9NS334L2H1B","6"
"tRF-31-SP5830MMUKLYD","3"
"tRF-31-U2O1B54ZUPX1B","4"
"tRF-31-USYDY6IO43ZUD","8"
"tRF-31-V29K9UV36562B","4"
"tRF-31-VDRI2Q2RJO01B","4"
"tRF-31-XENDBP1IUUK7E","7"
"tRF-31-XSXMSL73VL4YD","6"
"tRF-31-Y0FD2F37YF7DD","7"
"tRF-31-Y2MJ8F81KLB5D","4"
"tRF-31-YKISQI45LSM1D","4"
"tRF-31-YSV4V4SQ2WW1E","4"
"tRF-31-Z3M8ZLSSXUOLD","6"
"tRF-31-ZRS3S3R68HYVD","3"
"tRF-32-0668K87SERM4P","6"
"tRF-32-10I9BZBZOS4Y1","3"
"tRF-32-2YU04DYJIO3ZO","7"
"tRF-32-325UB1ZZK0O52","4"
"tRF-32-3IRW18V6XO59J","6"
"tRF-32-4PW3FJIKE7UMJ","1"
"tRF-32-5EYONONU3IND2","4"
"tRF-32-62Z6EXEY0VWUJ","3"
"tRF-32-6NMH490VL8K8N","4"
"tRF-32-79MP9PMNH5ISJ","6"
"tRF-32-7Y93Y086Z34J2","4"
"tRF-32-86V8WPMN1E8YN","5"
"tRF-32-87R8WP9I1EWJM","4"
"tRF-32-94U47P299DWUI","7"
"tRF-32-9O9NF5W8E7OM2","7"
"tRF-32-D890YBOZZ7ND2","8"
"tRF-32-DWY2MJ8F81KLF","8"
"tRF-32-EZU05OJIH6Z33","1"
"tRF-32-F1R3WE8RO86J2","7"
"tRF-32-FDXXE6XRK4WO2","4"
"tRF-32-I8W47W1R7HFE1","8"
"tRF-32-IWOMXF026ZEDJ","8"
"tRF-32-J0DPZOIPD7VIQ","6"
"tRF-32-KY7343RX6NMH3","4"
